subject,frequency
gnd:4011469-7,1
gnd:4065674-3,1
gnd:4283056-4,1
gnd:4782452-9,2
gnd:4003311-9,64
gnd:4255132-8,6
gnd:4127566-4,2
gnd:4050899-7,2
gnd:4332687-0,1
gnd:4028808-0,19
gnd:4165992-2,5
gnd:4156259-8,1
gnd:4487040-1,1
gnd:4568727-4,4
gnd:4156406-6,1
gnd:4157912-4,1
gnd:4480651-6,1
gnd:4525278-6,1
gnd:4325993-5,2
gnd:4162881-0,1
gnd:4445089-8,1
gnd:4450737-9,1
gnd:4156123-5,1
gnd:4017656-3,8
gnd:7703801-0,2
gnd:4150241-3,1
gnd:4381639-3,1
gnd:4438863-9,1
gnd:4820049-9,1
gnd:4183927-4,1
gnd:4185548-6,1
gnd:4187911-9,1
gnd:1171676204,1
gnd:4745597-4,1
gnd:4412816-2,1
gnd:4139718-6,2
gnd:4584345-4,1
gnd:4171956-6,2
gnd:4144734-7,6
gnd:4177424-3,8
gnd:4191664-5,1
gnd:4717347-6,1
gnd:4149783-1,1
gnd:4253491-4,1
gnd:4151763-5,1
gnd:4113306-7,1
gnd:4145394-3,5
gnd:4155989-7,7
gnd:4796365-7,1
gnd:4330121-6,1
gnd:4263178-6,1
gnd:4014135-4,2
gnd:4071521-8,4
gnd:4120499-2,1
gnd:1153918250,1
gnd:4325470-6,1
gnd:4632655-8,1
gnd:4125926-9,7
gnd:4015143-8,10
gnd:4164629-0,3
gnd:4319367-5,1
gnd:4141043-9,2
gnd:4123857-6,7
gnd:4751714-1,1
gnd:4197700-2,2
gnd:4188877-7,3
gnd:4173380-0,1
gnd:4018055-4,1
gnd:4116585-8,1
gnd:4023257-8,3
gnd:4684857-5,1
gnd:4175940-0,1
gnd:4121946-6,1
gnd:4491947-5,1
gnd:4789127-0,3
gnd:4152243-6,2
gnd:4074781-5,1
gnd:4059331-9,2
gnd:4136712-1,1
gnd:4120991-6,1
gnd:4143386-5,1
gnd:4255669-7,1
gnd:4076066-2,2
gnd:4838371-5,1
gnd:7638058-0,2
gnd:4406122-5,1
gnd:4114488-0,1
gnd:4423037-0,2
gnd:4760707-5,12
gnd:1176463179,1
gnd:4125746-7,2
gnd:4125194-5,5
gnd:4175643-5,1
gnd:4194505-0,1
gnd:1151831174,1
gnd:4185264-3,1
gnd:4013656-5,4
gnd:4133734-7,2
gnd:4739718-4,1
gnd:4277723-9,1
gnd:4051579-5,5
gnd:4254429-4,1
gnd:4283463-6,3
gnd:4153201-6,2
gnd:4015133-5,8
gnd:4184723-4,4
gnd:4330651-2,3
gnd:4144182-5,1
gnd:4141183-3,3
gnd:4040235-6,2
gnd:117215340X,1
gnd:4184499-3,1
gnd:4135592-1,13
gnd:4012038-7,2
gnd:4039443-8,7
gnd:4047534-7,1
gnd:4154060-8,1
gnd:4522031-1,1
gnd:4530270-4,1
gnd:4154362-2,1
gnd:7861769-8,1
gnd:4184646-1,2
gnd:4133279-9,3
gnd:4423726-1,1
gnd:4117670-4,5
gnd:4247917-4,1
gnd:4154757-3,3
gnd:4034053-3,8
gnd:4117364-8,3
gnd:4125526-4,6
gnd:4147723-6,8
gnd:4173883-4,2
gnd:4114570-7,5
gnd:4165735-4,2
gnd:4061323-9,3
gnd:4297565-7,2
gnd:4155303-2,4
gnd:4157516-7,2
gnd:4117728-9,1
gnd:4131794-4,1
gnd:4062178-9,1
gnd:4129962-0,1
gnd:4137596-8,4
gnd:4136729-7,3
gnd:4153595-9,1
gnd:4139149-4,1
gnd:4122750-5,1
gnd:4178662-2,1
gnd:4193615-2,7
gnd:7746756-5,3
gnd:4198785-8,11
gnd:4258558-2,2
gnd:4169177-5,1
gnd:4127364-3,1
gnd:4126724-2,3
gnd:4005982-0,5
gnd:4056832-5,2
gnd:4021732-2,5
gnd:4017551-0,13
gnd:4402542-7,7
gnd:4027221-7,1
gnd:4627438-8,4
gnd:4129732-5,1
gnd:4171834-3,1
gnd:4177969-1,1
gnd:4127656-5,5
gnd:4047160-3,1
gnd:4029670-2,2
gnd:4464875-3,6
gnd:7704418-6,2
gnd:4136134-9,1
gnd:4146814-4,1
gnd:4123412-1,4
gnd:4077423-5,16
gnd:4542600-4,1
gnd:4167088-7,1
gnd:4142614-9,1
gnd:4008784-0,4
gnd:4760356-2,1
gnd:4503952-5,1
gnd:4164961-8,1
gnd:4245070-6,1
gnd:4589346-9,1
gnd:4017595-9,3
gnd:4009987-8,3
gnd:4348052-4,1
gnd:1052298168,1
gnd:4121807-3,1
gnd:4154369-5,3
gnd:4182679-6,6
gnd:4067915-9,4
gnd:4251871-4,1
gnd:4183810-5,1
gnd:4121808-5,1
gnd:4032259-2,3
gnd:4233047-6,1
gnd:4124925-2,34
gnd:4261583-5,1
gnd:4122097-3,2
gnd:4173538-9,1
gnd:4027387-8,1
gnd:1221030337,1
gnd:1075474728,1
gnd:4129963-2,5
gnd:4155515-6,1
gnd:4012135-5,1
gnd:4480116-6,2
gnd:4150759-9,1
gnd:4160094-0,2
gnd:4180641-4,1
gnd:4059358-7,1
gnd:4162962-0,1
gnd:1104522357,1
gnd:4198491-2,1
gnd:4115484-8,15
gnd:4163573-5,1
gnd:4173076-8,1
gnd:4139210-3,5
gnd:4160329-1,1
gnd:4122238-6,2
gnd:4156501-0,1
gnd:4402774-6,1
gnd:4043150-2,1
gnd:4332847-7,2
gnd:4078994-9,3
gnd:4752163-6,4
gnd:4114044-8,2
gnd:4153689-7,1
gnd:4184259-5,1
gnd:4197032-9,10
gnd:4124514-3,1
gnd:4711541-5,2
gnd:4151783-0,2
gnd:4017211-9,1
gnd:4183192-5,1
gnd:4032147-2,1
gnd:4078520-8,11
gnd:4212666-6,3
gnd:4195878-0,1
gnd:4164145-0,1
gnd:4026776-3,9
gnd:4073498-5,4
gnd:4182823-9,1
gnd:4183526-8,1
gnd:4741042-5,3
gnd:4036597-9,18
gnd:4196509-7,6
gnd:4145063-2,11
gnd:4199421-8,1
gnd:4128666-2,2
gnd:4364380-2,2
gnd:4188254-4,1
gnd:4396776-0,1
gnd:4133810-8,2
gnd:4294668-2,2
gnd:4038316-7,6
gnd:4157508-8,3
gnd:4130728-8,3
gnd:4047319-3,6
gnd:4129174-8,7
gnd:4179313-4,1
gnd:4146163-0,1
gnd:4128629-7,2
gnd:4730061-9,3
gnd:4146131-9,2
gnd:4125311-5,7
gnd:4411981-1,1
gnd:4174354-4,1
gnd:103054574X,1
gnd:4180562-8,1
gnd:4145169-7,1
gnd:4006115-2,17
gnd:4563031-8,2
gnd:4055001-1,13
gnd:4170332-7,1
gnd:4670553-3,2
gnd:4026874-3,1
gnd:4173025-2,4
gnd:4249326-2,1
gnd:4121813-9,18
gnd:4017269-7,4
gnd:4186327-6,1
gnd:4352684-6,1
gnd:4159035-1,2
gnd:4141555-3,1
gnd:1025228928,1
gnd:7705503-2,18
gnd:4241049-6,1
gnd:4128825-7,1
gnd:4143753-6,2
gnd:4123124-7,11
gnd:4150895-6,1
gnd:4420684-7,1
gnd:4278201-6,1
gnd:4642430-1,1
gnd:4147606-2,1
gnd:4000110-6,1
gnd:4274468-4,1
gnd:4494453-6,2
gnd:4180964-6,1
gnd:4171203-1,1
gnd:4155648-3,1
gnd:4265585-7,1
gnd:4425787-9,2
gnd:1076688632,2
gnd:4232555-9,1
gnd:4171308-4,3
gnd:4206495-8,4
gnd:4033637-2,5
gnd:4317286-6,1
gnd:4067453-8,2
gnd:4116418-0,2
gnd:4180033-3,1
gnd:4198938-7,2
gnd:4193868-9,1
gnd:4112565-4,5
gnd:4160783-1,7
gnd:4348446-3,3
gnd:4165354-3,1
gnd:7731060-3,5
gnd:4072730-0,3
gnd:4117181-0,2
gnd:4062115-7,5
gnd:4225195-3,2
gnd:4194940-7,1
gnd:4352534-9,2
gnd:4075166-1,1
gnd:4334241-3,1
gnd:4043650-0,46
gnd:4581670-0,1
gnd:4029063-3,1
gnd:4206990-7,7
gnd:4264182-2,8
gnd:4112681-6,38
gnd:4582015-6,3
gnd:4120659-9,2
gnd:4461613-2,1
gnd:4180416-8,1
gnd:4070059-8,14
gnd:4008814-5,1
gnd:4277087-7,2
gnd:4177158-8,1
gnd:4065174-5,1
gnd:4128781-2,5
gnd:4145563-0,1
gnd:4314134-1,1
gnd:4126414-9,2
gnd:4273126-4,1
gnd:4532166-8,2
gnd:4076704-8,6
gnd:4128163-9,1
gnd:7733566-1,1
gnd:4062011-6,1
gnd:4294399-1,2
gnd:4419012-8,1
gnd:4189087-5,1
gnd:4131058-5,5
gnd:4132163-7,5
gnd:7627893-1,1
gnd:4068576-7,1
gnd:4155672-0,1
gnd:4481193-7,3
gnd:4121778-0,1
gnd:4168904-5,2
gnd:4492279-6,1
gnd:4400611-1,1
gnd:4150619-4,2
gnd:4258647-1,1
gnd:4054001-7,1
gnd:4174087-7,4
gnd:4137418-6,1
gnd:4129531-6,11
gnd:4151913-9,1
gnd:4165275-7,1
gnd:4315360-4,1
gnd:4174166-3,6
gnd:4156032-2,5
gnd:4315361-6,1
gnd:4276048-3,1
gnd:4195920-6,14
gnd:4204115-6,1
gnd:7687494-1,6
gnd:7771265-1,1
gnd:7701096-6,3
gnd:4131808-0,2
gnd:4606717-6,4
gnd:1068661038,2
gnd:4205648-2,1
gnd:4053449-2,2
gnd:4121663-5,29
gnd:4151686-2,2
gnd:4456233-0,2
gnd:7537749-4,1
gnd:4166403-6,1
gnd:4039207-7,18
gnd:4306914-9,1
gnd:4189177-6,1
gnd:4173609-6,1
gnd:4291377-9,4
gnd:4162341-1,2
gnd:4162352-6,1
gnd:4154693-3,1
gnd:4193808-2,3
gnd:4114487-9,1
gnd:4281854-0,1
gnd:4215140-5,1
gnd:4182780-6,4
gnd:4060916-9,15
gnd:4153768-3,1
gnd:4177420-6,4
gnd:1213471362,4
gnd:4226531-9,5
gnd:4447259-6,1
gnd:4264333-8,5
gnd:4128896-8,4
gnd:4078592-0,6
gnd:4333110-5,2
gnd:4048715-5,3
gnd:4003789-7,1
gnd:4247490-5,1
gnd:4189328-1,2
gnd:4529926-2,1
gnd:4037174-8,11
gnd:4138957-8,1
gnd:7524597-8,1
gnd:4019604-5,1
gnd:4127102-6,3
gnd:4167656-7,1
gnd:4332771-0,1
gnd:4463036-0,4
gnd:4126247-5,3
gnd:4006156-5,1
gnd:4259231-8,9
gnd:4052348-2,1
gnd:4179542-8,1
gnd:4190988-4,1
gnd:4211072-5,1
gnd:4249696-2,1
gnd:4319328-6,1
gnd:4064152-1,2
gnd:4129623-0,1
gnd:4328261-1,2
gnd:4035262-6,9
gnd:4161627-3,2
gnd:4679873-0,1
gnd:7852143-9,1
gnd:4728094-3,1
gnd:4163738-0,1
gnd:4030957-5,1
gnd:4032671-8,5
gnd:4121041-4,2
gnd:4638381-5,2
gnd:4023030-2,1
gnd:4077288-3,1
gnd:4336383-0,2
gnd:4136230-5,3
gnd:4121078-5,1
gnd:4791598-5,1
gnd:4148913-5,2
gnd:4129292-3,4
gnd:4151369-1,1
gnd:4164828-6,1
gnd:4062522-9,2
gnd:4345710-1,2
gnd:4213287-3,1
gnd:1058716867,1
gnd:4382913-2,1
gnd:4324981-4,1
gnd:4243903-6,4
gnd:4333692-9,1
gnd:4127802-1,4
gnd:4067274-8,1
gnd:4137270-0,3
gnd:1217662669,1
gnd:4077653-0,7
gnd:4121501-1,3
gnd:4187777-9,1
gnd:4145643-9,1
gnd:4129058-6,2
gnd:4305278-2,1
gnd:4706129-7,3
gnd:4154944-2,8
gnd:4274923-2,4
gnd:4125832-0,4
gnd:4170410-1,1
gnd:4319914-8,1
gnd:4026887-1,2
gnd:4128080-5,33
gnd:4702232-2,1
gnd:4181781-3,1
gnd:4129611-4,4
gnd:4374764-4,1
gnd:4430981-8,2
gnd:4352434-5,1
gnd:4296282-1,1
gnd:4359078-0,1
gnd:4204205-7,1
gnd:4539866-5,1
gnd:4122762-1,2
gnd:4115590-7,6
gnd:4470563-3,1
gnd:4042660-9,1
gnd:4144430-9,1
gnd:4022360-7,1
gnd:4037621-7,5
gnd:4113843-0,8
gnd:4006138-3,5
gnd:4035244-4,1
gnd:4145186-7,2
gnd:4123218-5,2
gnd:4200586-3,9
gnd:4189806-0,1
gnd:4019261-1,6
gnd:4164965-5,2
gnd:7535446-9,2
gnd:4157995-1,4
gnd:4146525-8,1
gnd:4358539-5,1
gnd:4339199-0,1
gnd:4149550-0,1
gnd:4572272-9,1
gnd:4007080-3,1
gnd:4186760-9,3
gnd:4180843-5,3
gnd:4226577-0,3
gnd:4176683-0,1
gnd:4191229-9,1
gnd:4155309-3,1
gnd:4184270-4,1
gnd:4074914-9,4
gnd:4162200-5,3
gnd:4003404-5,1
gnd:4161411-2,2
gnd:4151906-1,1
gnd:4151864-0,5
gnd:4167772-9,1
gnd:4133113-8,6
gnd:4144953-8,3
gnd:4071628-4,1
gnd:4028893-6,4
gnd:4122917-4,5
gnd:4132662-3,1
gnd:4005330-1,2
gnd:4496040-2,1
gnd:7731743-9,2
gnd:4432308-6,1
gnd:4499634-2,3
gnd:4190943-4,3
gnd:4461961-3,1
gnd:4186308-2,1
gnd:4147607-4,1
gnd:4516239-6,1
gnd:4162864-0,1
gnd:4030635-5,1
gnd:4130615-6,1
gnd:4002272-9,1
gnd:4655638-2,1
gnd:4045570-1,6
gnd:4066768-6,11
gnd:4068185-3,1
gnd:4393588-6,1
gnd:4123050-4,4
gnd:4414957-8,1
gnd:4006306-9,6
gnd:4487981-7,1
gnd:4202708-1,3
gnd:4012000-4,1
gnd:4558628-7,3
gnd:4168597-0,1
gnd:4264331-4,1
gnd:4484988-6,1
gnd:4213717-2,1
gnd:4385741-3,1
gnd:4147860-5,1
gnd:4026050-1,1
gnd:4559984-1,1
gnd:4618527-6,1
gnd:4161444-6,1
gnd:4436410-6,1
gnd:4133722-0,3
gnd:4287504-3,1
gnd:4165460-2,2
gnd:4137641-9,1
gnd:4315222-3,2
gnd:4190602-0,3
gnd:4196204-7,1
gnd:4115449-6,8
gnd:4393598-9,1
gnd:4188018-3,2
gnd:4397667-0,1
gnd:4618518-5,2
gnd:4152878-5,3
gnd:4233882-7,1
gnd:4162523-7,1
gnd:4179311-0,12
gnd:4299319-2,1
gnd:4163540-1,1
gnd:4018610-6,1
gnd:4058275-9,3
gnd:4050860-2,1
gnd:4173876-7,1
gnd:4215399-2,5
gnd:4391817-7,1
gnd:4152545-0,4
gnd:4184118-9,1
gnd:4132340-3,2
gnd:4135747-4,1
gnd:4002094-0,4
gnd:4163258-8,1
gnd:4126929-9,1
gnd:4186970-9,1
gnd:4739863-2,2
gnd:4150676-5,2
gnd:4476434-0,1
gnd:4057657-7,3
gnd:4163422-6,3
gnd:4058197-4,1
gnd:4123950-7,1
gnd:4142278-8,3
gnd:4020908-8,1
gnd:4029567-9,1
gnd:4035908-6,1
gnd:4115589-0,8
gnd:4030933-2,12
gnd:4605164-8,1
gnd:4023817-9,1
gnd:4184546-8,3
gnd:4690875-4,2
gnd:4044874-5,8
gnd:4002766-1,2
gnd:4193242-0,5
gnd:4140819-6,2
gnd:4549114-8,1
gnd:4143591-6,1
gnd:4653106-3,1
gnd:4131237-5,1
gnd:4001808-8,2
gnd:4270224-0,9
gnd:7602103-8,2
gnd:4300473-8,1
gnd:4166041-9,5
gnd:4378848-8,1
gnd:4382394-4,3
gnd:4016344-1,1
gnd:4416850-0,2
gnd:4240882-9,2
gnd:4128893-2,1
gnd:4277136-5,3
gnd:4130244-8,5
gnd:4210402-6,1
gnd:4232983-8,5
gnd:4024596-2,8
gnd:4142359-8,2
gnd:1118647580,1
gnd:4366346-1,4
gnd:4385639-1,1
gnd:4170651-1,1
gnd:4072844-4,1
gnd:4078612-2,3
gnd:4001166-5,8
gnd:4288418-4,1
gnd:4283259-7,1
gnd:4283258-5,1
gnd:4000766-2,3
gnd:4177896-0,1
gnd:4130826-8,14
gnd:4121913-2,1
gnd:4016583-8,7
gnd:4188723-2,2
gnd:1123523908,1
gnd:4775389-4,1
gnd:4159460-5,1
gnd:4074111-4,6
gnd:4063466-8,8
gnd:104776640X,3
gnd:4010781-4,5
gnd:1123746923,1
gnd:4275767-8,3
gnd:4605041-3,5
gnd:4725390-3,1
gnd:4158117-9,9
gnd:127728797X,1
gnd:4239913-0,1
gnd:4113470-9,1
gnd:4047667-4,3
gnd:4055916-6,109
gnd:4138900-1,1
gnd:4268564-3,1
gnd:4168684-6,7
gnd:4151862-7,2
gnd:7661649-6,4
gnd:4260178-2,1
gnd:4209038-6,1
gnd:4342021-7,1
gnd:4830502-9,12
gnd:4183272-3,1
gnd:4012932-9,2
gnd:4001170-7,13
gnd:4132798-6,1
gnd:4212482-7,3
gnd:1178152189,1
gnd:4004152-9,1
gnd:4137656-0,1
gnd:4137657-2,1
gnd:4260074-1,2
gnd:4020531-9,16
gnd:7540587-8,1
gnd:4265351-4,1
gnd:4037363-0,14
gnd:4123701-8,3
gnd:4063605-7,3
gnd:4385363-8,1
gnd:4329548-4,1
gnd:4162004-5,1
gnd:4144266-0,9
gnd:4161977-8,1
gnd:4227294-4,1
gnd:4188612-4,1
gnd:4192631-6,1
gnd:4140022-7,2
gnd:4604253-2,1
gnd:4127718-1,1
gnd:4002777-6,1
gnd:4267650-2,1
gnd:4126074-0,10
gnd:4183394-6,2
gnd:4390696-5,1
gnd:4013021-6,16
gnd:4178303-7,1
gnd:4424197-5,1
gnd:4277050-6,1
gnd:4573471-9,1
gnd:4168516-7,4
gnd:4030745-1,1
gnd:4166552-1,1
gnd:4048946-2,11
gnd:4189147-8,1
gnd:4219214-6,7
gnd:7687780-2,1
gnd:4059618-7,5
gnd:4198376-2,2
gnd:4349731-7,1
gnd:4114575-6,35
gnd:4017909-6,3
gnd:4249691-3,6
gnd:4265329-0,1
gnd:4145178-8,2
gnd:4053771-7,2
gnd:4191182-9,2
gnd:4533212-5,1
gnd:4132608-8,5
gnd:4187060-8,3
gnd:4121569-2,1
gnd:4027426-3,1
gnd:4140761-1,1
gnd:4047056-8,4
gnd:4189600-2,1
gnd:4060749-5,12
gnd:4165700-7,1
gnd:4190188-5,4
gnd:4056673-0,10
gnd:4184779-9,2
gnd:4192394-7,1
gnd:4163263-1,1
gnd:4196821-9,1
gnd:4164223-5,3
gnd:4124401-1,1
gnd:4170200-1,1
gnd:4251077-6,4
gnd:4035316-3,1
gnd:4196825-6,1
gnd:4404136-6,9
gnd:4510651-4,3
gnd:4006841-9,1
gnd:4123213-6,1
gnd:4049535-8,3
gnd:4121452-3,1
gnd:4155741-4,1
gnd:4135546-5,4
gnd:4056503-8,2
gnd:4176587-4,4
gnd:4043181-2,6
gnd:4126505-1,4
gnd:4616685-3,1
gnd:1147707057,3
gnd:7573166-6,1
gnd:4146604-4,1
gnd:7728801-4,1
gnd:4128669-8,4
gnd:4181730-8,2
gnd:4175992-8,2
gnd:4170858-1,2
gnd:4170939-1,1
gnd:4162262-5,2
gnd:4383904-6,2
gnd:4131946-1,2
gnd:4126412-5,3
gnd:4121810-3,16
gnd:4592340-1,1
gnd:4025435-5,1
gnd:1072438291,4
gnd:4025408-2,4
gnd:4061560-1,1
gnd:4170934-2,1
gnd:4014280-2,2
gnd:4218725-4,1
gnd:4168982-3,5
gnd:4845707-3,1
gnd:4222155-9,1
gnd:4020822-9,17
gnd:4699376-9,1
gnd:4494373-8,1
gnd:4200280-1,2
gnd:4079262-6,12
gnd:4521187-5,3
gnd:4328326-3,2
gnd:4188678-1,18
gnd:4377611-5,1
gnd:4021541-6,3
gnd:4190888-0,2
gnd:4318315-3,5
gnd:4452723-8,1
gnd:4121377-4,1
gnd:4130392-1,4
gnd:4138041-1,2
gnd:4123852-7,1
gnd:4170381-9,4
gnd:4138980-3,3
gnd:4222600-4,3
gnd:4153178-4,2
gnd:4145167-3,1
gnd:4120505-4,1
gnd:4139832-4,3
gnd:4027458-5,1
gnd:4141076-2,3
gnd:4004977-2,5
gnd:4063273-8,1
gnd:4284136-7,1
gnd:4175280-6,3
gnd:4181081-8,1
gnd:4370370-7,1
gnd:4291395-0,1
gnd:4725511-0,1
gnd:4132091-8,1
gnd:4158095-3,1
gnd:4039987-4,23
gnd:4130036-1,1
gnd:4125050-3,4
gnd:4125049-7,4
gnd:4330170-8,1
gnd:4285624-3,1
gnd:4226579-4,3
gnd:4132673-8,1
gnd:4045242-6,8
gnd:4172117-2,5
gnd:4377258-4,1
gnd:4402224-4,2
gnd:4158971-3,1
gnd:4129148-7,1
gnd:4072788-9,40
gnd:4729048-1,5
gnd:4394455-3,1
gnd:4772403-1,1
gnd:4174080-4,3
gnd:4441863-2,3
gnd:4055864-2,13
gnd:4126892-1,15
gnd:4730126-0,1
gnd:4031311-6,1
gnd:4304162-0,1
gnd:4255700-8,1
gnd:4726428-7,1
gnd:4049495-0,2
gnd:4475149-7,1
gnd:4144949-6,6
gnd:4206907-5,5
gnd:4120760-9,1
gnd:4248058-9,1
gnd:4582496-4,1
gnd:4170495-2,1
gnd:4150492-6,2
gnd:4052580-6,3
gnd:4060747-1,2
gnd:4129465-8,1
gnd:4343430-7,1
gnd:4191159-3,6
gnd:4156027-9,2
gnd:4031217-3,1
gnd:4408860-7,1
gnd:4475737-2,1
gnd:4008393-7,2
gnd:4072843-2,2
gnd:4805968-7,2
gnd:1027168965,2
gnd:4128588-8,1
gnd:4132231-9,1
gnd:4260194-0,1
gnd:4125023-0,1
gnd:4290412-2,5
gnd:4627931-3,2
gnd:4151849-4,4
gnd:4152239-4,4
gnd:4715687-9,1
gnd:4264356-9,1
gnd:4206622-0,1
gnd:4062776-7,1
gnd:4419441-9,1
gnd:4135136-8,14
gnd:4129695-3,3
gnd:4136462-4,1
gnd:4160343-6,1
gnd:4006632-0,3
gnd:4181345-5,1
gnd:4122200-3,1
gnd:4136343-7,2
gnd:4125097-7,1
gnd:4124173-3,1
gnd:4131049-4,1
gnd:4195776-3,3
gnd:4056006-5,1
gnd:4510173-5,9
gnd:7755358-5,1
gnd:7755360-3,1
gnd:4738429-3,3
gnd:4456599-9,2
gnd:4181175-6,1
gnd:4128655-8,2
gnd:4186835-3,2
gnd:4403079-4,7
gnd:4158954-3,5
gnd:4479199-9,5
gnd:7683356-2,1
gnd:4585406-3,1
gnd:4026879-2,8
gnd:4012181-1,11
gnd:4280863-7,1
gnd:4753528-3,1
gnd:4137298-0,4
gnd:4177091-2,1
gnd:4126333-9,2
gnd:4234819-5,2
gnd:4175879-1,3
gnd:4699207-8,2
gnd:4162079-3,5
gnd:4076675-5,7
gnd:4195141-4,6
gnd:4305069-4,6
gnd:4273396-0,1
gnd:4159598-1,1
gnd:4232773-8,3
gnd:4020160-0,2
gnd:4841146-2,9
gnd:4127948-7,1
gnd:4138289-4,1
gnd:4069377-6,9
gnd:4159070-3,1
gnd:4067277-3,72
gnd:4131383-5,7
gnd:4158812-5,3
gnd:4261672-4,1
gnd:4033576-8,3
gnd:4120832-8,2
gnd:4145629-4,6
gnd:4026378-2,1
gnd:4192548-8,2
gnd:4126085-5,7
gnd:4031881-3,1
gnd:4019416-4,12
gnd:4064200-8,18
gnd:4443917-9,11
gnd:4124319-5,2
gnd:4132695-7,8
gnd:4211500-0,2
gnd:4182731-4,1
gnd:4056784-9,5
gnd:4236489-9,1
gnd:4183289-9,1
gnd:4219547-0,2
gnd:4442475-9,1
gnd:4034359-5,3
gnd:4299983-2,12
gnd:4121005-0,1
gnd:4531158-4,1
gnd:4209865-8,1
gnd:4053404-2,4
gnd:4177756-6,1
gnd:4161157-3,1
gnd:4139311-9,21
gnd:4017725-7,1
gnd:4154891-7,1
gnd:4349010-4,1
gnd:4177048-1,1
gnd:4274237-7,1
gnd:4179389-4,30
gnd:4027242-4,34
gnd:4165434-1,1
gnd:4062919-3,1
gnd:4175820-1,1
gnd:4153557-1,1
gnd:4214407-3,1
gnd:4309802-2,5
gnd:4175807-9,1
gnd:4193791-0,10
gnd:4562113-5,1
gnd:4002787-9,2
gnd:4418350-1,1
gnd:4185056-7,1
gnd:4784905-8,1
gnd:7686613-0,1
gnd:4332183-5,2
gnd:4139853-1,2
gnd:4340335-9,1
gnd:4715048-8,1
gnd:4137718-7,5
gnd:4169089-8,1
gnd:4517742-9,1
gnd:4166753-0,1
gnd:4386077-1,1
gnd:4177225-8,1
gnd:4015288-1,3
gnd:4345882-8,3
gnd:4160502-0,1
gnd:4290954-5,1
gnd:4124792-9,1
gnd:7614486-0,6
gnd:4292868-0,1
gnd:4463411-0,1
gnd:4784248-9,1
gnd:4074122-9,2
gnd:4195021-5,1
gnd:4173010-0,1
gnd:4172256-5,1
gnd:7695400-6,1
gnd:4053949-0,1
gnd:4635564-9,1
gnd:4194427-6,3
gnd:4331127-1,1
gnd:4056486-1,1
gnd:4065341-9,22
gnd:4021806-5,4
gnd:4077728-5,1
gnd:4017519-4,5
gnd:4054609-3,3
gnd:4295103-3,3
gnd:4348101-2,5
gnd:4642063-0,1
gnd:4123502-2,4
gnd:4213728-7,2
gnd:4040289-7,3
gnd:4139397-1,1
gnd:4027446-9,2
gnd:4392967-9,1
gnd:4681491-7,1
gnd:4520868-2,1
gnd:4200579-6,3
gnd:4500764-0,1
gnd:4674942-1,1
gnd:4377745-4,1
gnd:4068924-4,6
gnd:4268513-8,1
gnd:4113887-9,2
gnd:1107216192,5
gnd:4202009-8,1
gnd:4273114-8,1
gnd:4175314-8,1
gnd:4312791-5,2
gnd:4177863-7,2
gnd:4227079-0,3
gnd:7527074-2,1
gnd:4733319-4,2
gnd:4136187-8,1
gnd:4071051-8,19
gnd:4166494-2,1
gnd:4488790-5,1
gnd:4306916-2,1
gnd:4173973-5,13
gnd:4043687-1,8
gnd:4127374-6,18
gnd:4046559-7,2
gnd:4169748-0,3
gnd:4132625-8,1
gnd:4136603-7,1
gnd:4338434-1,1
gnd:4154734-2,1
gnd:4147743-1,4
gnd:4115464-2,6
gnd:4324238-8,1
gnd:4187391-9,1
gnd:4349499-7,1
gnd:4535441-8,1
gnd:4466890-9,1
gnd:4173534-1,1
gnd:4020871-0,1
gnd:4057806-9,1
gnd:4131665-4,1
gnd:4147732-7,2
gnd:4178227-6,1
gnd:4510686-1,1
gnd:4012044-2,8
gnd:4687339-9,1
gnd:4500209-5,1
gnd:4009895-3,1
gnd:4158734-0,1
gnd:4112608-7,13
gnd:1109778066,6
gnd:4016608-9,10
gnd:4567228-3,8
gnd:4152764-1,3
gnd:4364066-7,1
gnd:4183082-9,1
gnd:4141100-6,5
gnd:4184121-9,1
gnd:4144483-8,7
gnd:4347377-5,2
gnd:1077662653,1
gnd:4401020-5,5
gnd:4180279-2,1
gnd:4157930-6,3
gnd:4364034-5,1
gnd:1110911432,8
gnd:4185100-6,24
gnd:4120316-1,4
gnd:4003966-3,20
gnd:4129783-0,1
gnd:4393572-2,1
gnd:4078609-2,8
gnd:4154578-3,1
gnd:4154580-1,1
gnd:4077809-5,57
gnd:4140394-0,3
gnd:4184535-3,1
gnd:4156285-9,1
gnd:4603814-0,11
gnd:4250664-5,8
gnd:4003857-9,2
gnd:4198740-8,14
gnd:4318275-6,4
gnd:4139571-2,6
gnd:4226436-4,11
gnd:7563304-8,8
gnd:4266670-3,77
gnd:4120335-5,1
gnd:4173280-7,7
gnd:4128144-5,13
gnd:4124508-8,31
gnd:4232139-6,16
gnd:4129366-6,5
gnd:4124842-9,6
gnd:4488083-2,1
gnd:1056970219,4
gnd:4006216-8,32
gnd:4192183-5,8
gnd:1159601992,1
gnd:4533045-1,3
gnd:4420180-1,84
gnd:4166051-1,14
gnd:4122329-9,5
gnd:4419655-6,1
gnd:4154556-4,1
gnd:4129710-6,2
gnd:4173917-6,2
gnd:4065579-9,48
gnd:4076769-3,4
gnd:4160826-4,5
gnd:4564223-0,1
gnd:4026845-7,7
gnd:4002528-7,6
gnd:7579122-5,2
